Respondent,LanguageWorkedWith,LanguageDesireNextYear,DatabaseWorkedWith,DatabaseDesireNextYear,PlatformWorkedWith,PlatformDesireNextYear,WebFrameWorkedWith,WebFrameDesireNextYear,DevEnviron
21518.0,Assembly,C++,Cassandra,Redis,Android,Android,jQuery,React.js,Android Studio
21521.0,C#,C#,Microsoft SQL Server,Microsoft SQL Server,Windows,Windows,jQuery,jQuery,Eclipse
21525.0,Python,Go,Microsoft SQL Server,MySQL,Docker,Docker,jQuery,React.js,Atom
21527.0,Java,Java,MySQL,MySQL,IBM Cloud or Watson,AWS,jQuery,React.js,IntelliJ
21530.0,C,C#,Microsoft SQL Server,Microsoft SQL Server,Windows,Windows,ASP.NET,ASP.NET,Visual Studio
21531.0,C#,C#,Microsoft SQL Server,Microsoft SQL Server,Windows,Windows,ASP.NET,ASP.NET,NetBeans
21532.0,HTML/CSS,HTML/CSS,Cassandra,Elasticsearch,Linux,Linux,Express,React.js,Atom
21536.0,Bash/Shell/PowerShell,Bash/Shell/PowerShell,Microsoft SQL Server,Other(s):,Linux,Linux,ASP.NET,jQuery,Eclipse
21538.0,Bash/Shell/PowerShell,Dart,SQLite,MariaDB,Arduino,Android,jQuery,React.js,Vim
21540.0,Bash/Shell/PowerShell,HTML/CSS,MariaDB,MariaDB,Android,Android,Express,React.js,Atom
21543.0,Assembly,Bash/Shell/PowerShell,MariaDB,MariaDB,Android,Arduino,Angular/Angular.js,Angular/Angular.js,Vim
21544.0,HTML/CSS,HTML/CSS,Oracle,PostgreSQL,Heroku,Linux,Flask,Flask,Notepad++
21546.0,C,C#,Firebase,PostgreSQL,AWS,AWS,ASP.NET,ASP.NET,Emacs
21549.0,C++,C++,Firebase,Other(s):,Docker,Android,Angular/Angular.js,Angular/Angular.js,Visual Studio Code
21553.0,C#,HTML/CSS,MariaDB,MariaDB,iOS,Raspberry Pi,Express,Express,IntelliJ
21555.0,Bash/Shell/PowerShell,Bash/Shell/PowerShell,DynamoDB,DynamoDB,Android,AWS,Express,Express,Vim
21564.0,C,Objective-C,MySQL,PostgreSQL,iOS,iOS,jQuery,React.js,Xcode
21567.0,Bash/Shell/PowerShell,Bash/Shell/PowerShell,Microsoft SQL Server,Microsoft SQL Server,Android,Android,Angular/Angular.js,Angular/Angular.js,Visual Studio
21568.0,HTML/CSS,HTML/CSS,PostgreSQL,PostgreSQL,AWS,AWS,React.js,React.js,IntelliJ
21569.0,Bash/Shell/PowerShell,Clojure,Elasticsearch,PostgreSQL,AWS,Android,Angular/Angular.js,Laravel,IntelliJ
21572.0,Bash/Shell/PowerShell,Bash/Shell/PowerShell,PostgreSQL,Cassandra,AWS,Android,Django,Angular/Angular.js,IPython / Jupyter
21573.0,C++,Go,Cassandra,Firebase,Microsoft Azure,Arduino,Angular/Angular.js,Django,Atom
21574.0,Python,C++,Oracle,Firebase,Linux,Arduino,jQuery,React.js,Atom
21576.0,HTML/CSS,Python,MySQL,MySQL,MacOS,MacOS,Flask,Flask,IPython / Jupyter
21577.0,C++,C++,MySQL,MySQL,Windows,Android,Django,Django,Eclipse
21578.0,JavaScript,JavaScript,Elasticsearch,Elasticsearch,AWS,Google Cloud Platform,Express,Express,PHPStorm
21580.0,C,C,PostgreSQL,PostgreSQL,Heroku,Android,Django,Django,IPython / Jupyter
21581.0,Bash/Shell/PowerShell,Bash/Shell/PowerShell,Elasticsearch,MongoDB,Docker,AWS,Angular/Angular.js,ASP.NET,Visual Studio Code
21582.0,C,C,Elasticsearch,Cassandra,AWS,Google Cloud Platform,Express,Express,Atom
21584.0,Bash/Shell/PowerShell,Python,Oracle,MongoDB,Linux,AWS,Flask,React.js,Notepad++
21587.0,C,JavaScript,DynamoDB,PostgreSQL,AWS,Linux,Express,React.js,Visual Studio Code
21588.0,Ruby,Go,PostgreSQL,Elasticsearch,Docker,AWS,React.js,React.js,Vim
21592.0,Bash/Shell/PowerShell,Bash/Shell/PowerShell,Firebase,Firebase,Linux,AWS,Angular/Angular.js,Express,Visual Studio Code
21594.0,Bash/Shell/PowerShell,Bash/Shell/PowerShell,Microsoft SQL Server,Microsoft SQL Server,Windows,Microsoft Azure,jQuery,React.js,Notepad++
21597.0,Bash/Shell/PowerShell,Bash/Shell/PowerShell,PostgreSQL,Elasticsearch,AWS,Android,Flask,Django,Emacs
21598.0,Bash/Shell/PowerShell,Bash/Shell/PowerShell,DynamoDB,DynamoDB,AWS,AWS,Flask,Flask,PHPStorm
21599.0,HTML/CSS,JavaScript,Firebase,Firebase,iOS,iOS,jQuery,jQuery,Xcode
21601.0,JavaScript,JavaScript,MySQL,PostgreSQL,Linux,AWS,React.js,React.js,Visual Studio Code
21604.0,C,C++,Firebase,Firebase,AWS,Android,Spring,Django,Eclipse
21605.0,HTML/CSS,Go,MySQL,MySQL,Android,Android,Express,React.js,Android Studio
21606.0,HTML/CSS,C#,Firebase,MariaDB,MacOS,Docker,Angular/Angular.js,React.js,Eclipse
21607.0,Bash/Shell/PowerShell,Assembly,Elasticsearch,Firebase,Android,Android,Angular/Angular.js,Angular/Angular.js,Android Studio
21608.0,C#,C#,Microsoft SQL Server,Elasticsearch,Docker,Kubernetes,ASP.NET,ASP.NET,Visual Studio
21611.0,C#,C#,Microsoft SQL Server,Microsoft SQL Server,iOS,Android,jQuery,React.js,Notepad++
21615.0,HTML/CSS,HTML/CSS,MySQL,MySQL,Docker,AWS,Other(s):,Angular/Angular.js,Eclipse
21618.0,Bash/Shell/PowerShell,Bash/Shell/PowerShell,MySQL,MySQL,AWS,Android,React.js,React.js,Vim
21621.0,Go,HTML/CSS,MySQL,MySQL,AWS,AWS,React.js,React.js,Coda
21622.0,Bash/Shell/PowerShell,Bash/Shell/PowerShell,Microsoft SQL Server,Microsoft SQL Server,Docker,Microsoft Azure,ASP.NET,ASP.NET,Notepad++
21625.0,Java,Java,Firebase,SQLite,Android,Android,Express,React.js,Android Studio
21630.0,Bash/Shell/PowerShell,Bash/Shell/PowerShell,Firebase,Firebase,Windows,AWS,Angular/Angular.js,Drupal,Sublime Text
21631.0,Bash/Shell/PowerShell,Bash/Shell/PowerShell,Elasticsearch,Cassandra,Linux,Arduino,jQuery,React.js,Atom
21633.0,HTML/CSS,HTML/CSS,MariaDB,MariaDB,WordPress,WordPress,jQuery,jQuery,Sublime Text
21634.0,Bash/Shell/PowerShell,Java,MySQL,MySQL,Heroku,Linux,Spring,jQuery,IntelliJ
21635.0,Bash/Shell/PowerShell,Bash/Shell/PowerShell,Elasticsearch,Elasticsearch,Docker,Docker,jQuery,Spring,IntelliJ
21642.0,HTML/CSS,JavaScript,MySQL,MongoDB,Windows,AWS,jQuery,Drupal,Notepad++
21647.0,Assembly,JavaScript,Microsoft SQL Server,MongoDB,Microsoft Azure,MacOS,Angular/Angular.js,React.js,Notepad++
21650.0,Bash/Shell/PowerShell,Python,MariaDB,MariaDB,Android,Android,jQuery,jQuery,Android Studio
21653.0,Python,C++,MySQL,MySQL,Linux,Linux,jQuery,React.js,Visual Studio Code
21656.0,Bash/Shell/PowerShell,Assembly,MariaDB,Firebase,Android,Android,Django,Angular/Angular.js,Android Studio
21659.0,HTML/CSS,Elixir,PostgreSQL,PostgreSQL,AWS,MacOS,Angular/Angular.js,Django,RubyMine
21660.0,HTML/CSS,Go,Elasticsearch,Elasticsearch,AWS,AWS,jQuery,jQuery,Visual Studio Code
21662.0,HTML/CSS,HTML/CSS,MariaDB,Elasticsearch,AWS,AWS,jQuery,Django,Eclipse
21667.0,Bash/Shell/PowerShell,C++,MariaDB,Cassandra,AWS,Android,Angular/Angular.js,Angular/Angular.js,Android Studio
21670.0,Go,C,Elasticsearch,MariaDB,Linux,Android,Other(s):,Other(s):,IntelliJ
21671.0,JavaScript,Clojure,DynamoDB,MongoDB,AWS,Android,React.js,Django,IntelliJ
21674.0,C#,C#,DynamoDB,PostgreSQL,Android,Android,jQuery,React.js,IntelliJ
21677.0,Bash/Shell/PowerShell,C#,MySQL,PostgreSQL,Android,Linux,jQuery,React.js,Notepad++
21678.0,C#,C#,Microsoft SQL Server,Microsoft SQL Server,AWS,AWS,jQuery,React.js,Notepad++
21680.0,Bash/Shell/PowerShell,Erlang,MongoDB,MongoDB,AWS,AWS,Express,Express,Visual Studio Code
21681.0,C,C,Firebase,Firebase,Windows,Windows,ASP.NET,ASP.NET,Eclipse
21688.0,Java,Java,Couchbase,DynamoDB,AWS,AWS,Spring,Spring,Eclipse
21689.0,Bash/Shell/PowerShell,Bash/Shell/PowerShell,DynamoDB,Other(s):,AWS,AWS,jQuery,React.js,IPython / Jupyter
21690.0,Bash/Shell/PowerShell,Bash/Shell/PowerShell,DynamoDB,DynamoDB,AWS,AWS,Angular/Angular.js,Angular/Angular.js,Notepad++
21691.0,Bash/Shell/PowerShell,HTML/CSS,Elasticsearch,Firebase,Android,Android,ASP.NET,ASP.NET,Notepad++
21695.0,Java,Dart,SQLite,Firebase,Android,Android,jQuery,React.js,Android Studio
21696.0,HTML/CSS,HTML/CSS,MySQL,MySQL,WordPress,WordPress,jQuery,jQuery,Atom
21699.0,Bash/Shell/PowerShell,Bash/Shell/PowerShell,PostgreSQL,PostgreSQL,Arduino,Arduino,jQuery,React.js,Emacs
21700.0,C++,C#,MariaDB,MariaDB,Windows,Android,ASP.NET,ASP.NET,Eclipse
21704.0,C#,C#,MySQL,PostgreSQL,Docker,Docker,ASP.NET,React.js,Notepad++
21707.0,Objective-C,JavaScript,SQLite,Firebase,iOS,AWS,jQuery,Angular/Angular.js,Xcode
21708.0,HTML/CSS,HTML/CSS,Oracle,Firebase,Windows,Android,React.js,React.js,IntelliJ
21711.0,C,C++,DynamoDB,DynamoDB,Android,Android,React.js,Vue.js,Android Studio
21712.0,C++,Rust,Elasticsearch,Elasticsearch,Docker,Linux,Spring,React.js,Eclipse
21715.0,C#,Assembly,MongoDB,Firebase,AWS,AWS,Angular/Angular.js,Angular/Angular.js,Android Studio
21716.0,C#,C#,Microsoft SQL Server,Microsoft SQL Server,Linux,Microsoft Azure,Angular/Angular.js,Angular/Angular.js,Visual Studio
21721.0,Bash/Shell/PowerShell,Bash/Shell/PowerShell,MariaDB,Elasticsearch,Android,Docker,Django,Django,IPython / Jupyter
21728.0,C,Go,MariaDB,Firebase,Heroku,Docker,Django,Express,PyCharm
21729.0,HTML/CSS,C#,PostgreSQL,PostgreSQL,Docker,Arduino,Angular/Angular.js,Angular/Angular.js,Eclipse
21730.0,Bash/Shell/PowerShell,F#,Elasticsearch,PostgreSQL,AWS,Kubernetes,Express,React.js,Emacs
21731.0,Bash/Shell/PowerShell,JavaScript,MySQL,DynamoDB,Docker,AWS,jQuery,Angular/Angular.js,Atom
21732.0,Java,Python,DynamoDB,PostgreSQL,AWS,AWS,Django,Django,IntelliJ
21733.0,HTML/CSS,Bash/Shell/PowerShell,Firebase,Elasticsearch,Heroku,AWS,React.js,Express,Visual Studio Code
21734.0,Bash/Shell/PowerShell,Bash/Shell/PowerShell,Elasticsearch,Cassandra,AWS,AWS,Angular/Angular.js,Angular/Angular.js,IntelliJ
21737.0,Bash/Shell/PowerShell,C#,MariaDB,Microsoft SQL Server,Kubernetes,Kubernetes,Angular/Angular.js,Angular/Angular.js,Atom
21741.0,JavaScript,HTML/CSS,Firebase,PostgreSQL,Android,Android,React.js,Express,Android Studio
21742.0,C#,C#,Other(s):,Microsoft SQL Server,Windows,Linux,Angular/Angular.js,ASP.NET,Sublime Text
21750.0,Bash/Shell/PowerShell,Clojure,Elasticsearch,Elasticsearch,AWS,Arduino,Angular/Angular.js,Vue.js,Emacs
21755.0,Java,Java,MongoDB,Elasticsearch,Docker,Linux,Angular/Angular.js,Angular/Angular.js,IntelliJ
21756.0,Python,Python,Microsoft SQL Server,PostgreSQL,AWS,AWS,Django,Django,PyCharm
21764.0,Python,Bash/Shell/PowerShell,MySQL,Elasticsearch,Docker,Docker,Flask,jQuery,Eclipse
21765.0,C#,HTML/CSS,Firebase,Firebase,Android,Heroku,ASP.NET,Express,Visual Studio
21766.0,HTML/CSS,JavaScript,MySQL,MongoDB,Docker,Android,Drupal,React.js,IntelliJ
21767.0,Bash/Shell/PowerShell,Bash/Shell/PowerShell,MongoDB,Elasticsearch,Arduino,Arduino,React.js,React.js,Visual Studio Code
21770.0,C,C,Microsoft SQL Server,Elasticsearch,Android,Android,Angular/Angular.js,Angular/Angular.js,Eclipse
21771.0,JavaScript,C,MySQL,MySQL,Docker,Docker,Express,Express,Sublime Text
21772.0,C#,C++,Firebase,Firebase,Android,Android,jQuery,React.js,Visual Studio
21773.0,JavaScript,Python,Microsoft SQL Server,MariaDB,Linux,Linux,ASP.NET,Django,PyCharm
21776.0,Bash/Shell/PowerShell,Bash/Shell/PowerShell,DynamoDB,DynamoDB,AWS,AWS,ASP.NET,ASP.NET,Sublime Text
21779.0,C,C,PostgreSQL,PostgreSQL,Android,Linux,Vue.js,Vue.js,Android Studio
21781.0,Assembly,HTML/CSS,MySQL,PostgreSQL,Android,Android,jQuery,Angular/Angular.js,Notepad++
21782.0,HTML/CSS,HTML/CSS,Redis,MongoDB,Linux,Linux,React.js,React.js,IntelliJ
21787.0,Bash/Shell/PowerShell,Bash/Shell/PowerShell,MariaDB,Elasticsearch,Android,Android,Angular/Angular.js,Angular/Angular.js,Visual Studio Code
21788.0,HTML/CSS,Go,MongoDB,MongoDB,Docker,Docker,Express,Angular/Angular.js,Eclipse
21790.0,C#,C#,Microsoft SQL Server,Microsoft SQL Server,Windows,Google Cloud Platform,ASP.NET,React.js,Notepad++
21794.0,C#,C#,MongoDB,MongoDB,Docker,Docker,Angular/Angular.js,Express,Notepad++
21796.0,Bash/Shell/PowerShell,Bash/Shell/PowerShell,Elasticsearch,Elasticsearch,Docker,Microsoft Azure,Angular/Angular.js,ASP.NET,Sublime Text
21797.0,Bash/Shell/PowerShell,Bash/Shell/PowerShell,DynamoDB,PostgreSQL,AWS,AWS,Spring,React.js,IntelliJ
21798.0,Bash/Shell/PowerShell,C#,Microsoft SQL Server,Firebase,Android,Android,Angular/Angular.js,Angular/Angular.js,Android Studio
21799.0,Bash/Shell/PowerShell,Bash/Shell/PowerShell,Firebase,Elasticsearch,Android,Arduino,Angular/Angular.js,Angular/Angular.js,IPython / Jupyter
21800.0,Bash/Shell/PowerShell,Bash/Shell/PowerShell,MariaDB,PostgreSQL,AWS,Arduino,Django,Django,IPython / Jupyter
21801.0,Bash/Shell/PowerShell,Rust,PostgreSQL,PostgreSQL,AWS,Docker,jQuery,React.js,Vim
21808.0,Bash/Shell/PowerShell,Bash/Shell/PowerShell,Firebase,MongoDB,Docker,Docker,Vue.js,Vue.js,Visual Studio Code
21812.0,Bash/Shell/PowerShell,Bash/Shell/PowerShell,MariaDB,MariaDB,Android,Linux,jQuery,jQuery,Sublime Text
21817.0,HTML/CSS,HTML/CSS,MongoDB,MongoDB,Windows,Windows,jQuery,Vue.js,Notepad++
21819.0,Bash/Shell/PowerShell,Bash/Shell/PowerShell,MySQL,Cassandra,AWS,AWS,Drupal,Drupal,Eclipse
21821.0,HTML/CSS,C++,PostgreSQL,PostgreSQL,Android,Docker,Flask,Django,Android Studio
21822.0,C#,C#,Microsoft SQL Server,PostgreSQL,Windows,Windows,ASP.NET,Angular/Angular.js,Visual Studio
21823.0,C#,JavaScript,Microsoft SQL Server,Microsoft SQL Server,Microsoft Azure,Microsoft Azure,Angular/Angular.js,Angular/Angular.js,Visual Studio
21824.0,C,Java,MongoDB,Firebase,Android,Google Cloud Platform,Angular/Angular.js,Django,IntelliJ
21825.0,HTML/CSS,Elixir,MySQL,Elasticsearch,Linux,AWS,React.js,React.js,Atom
21828.0,C#,C#,MariaDB,MongoDB,Android,Android,Drupal,Angular/Angular.js,Android Studio
21831.0,HTML/CSS,C,Firebase,Firebase,Android,Android,Angular/Angular.js,Angular/Angular.js,Android Studio
21832.0,Bash/Shell/PowerShell,Assembly,Microsoft SQL Server,MongoDB,Android,Arduino,jQuery,Angular/Angular.js,Sublime Text
21834.0,HTML/CSS,Rust,Couchbase,Couchbase,AWS,Linux,Angular/Angular.js,Express,Sublime Text
21837.0,Bash/Shell/PowerShell,Bash/Shell/PowerShell,Elasticsearch,Elasticsearch,Docker,Docker,ASP.NET,ASP.NET,Notepad++
21838.0,C#,C#,Microsoft SQL Server,Microsoft SQL Server,Windows,Windows,jQuery,React.js,Notepad++
21840.0,C,C++,MySQL,PostgreSQL,Windows,Docker,React.js,React.js,Visual Studio
21843.0,C#,C#,MongoDB,Firebase,Windows,Android,Angular/Angular.js,Angular/Angular.js,Notepad++
21844.0,Assembly,Java,Firebase,Firebase,Android,Android,Spring,Angular/Angular.js,Android Studio
21848.0,HTML/CSS,Go,Cassandra,Couchbase,Android,Arduino,Express,Django,Android Studio
21849.0,Go,C++,MariaDB,Elasticsearch,AWS,Arduino,jQuery,jQuery,IntelliJ
21850.0,C#,HTML/CSS,Microsoft SQL Server,MongoDB,Android,Linux,Angular/Angular.js,Vue.js,Notepad++
21855.0,Bash/Shell/PowerShell,Go,MongoDB,MongoDB,Google Cloud Platform,Docker,Flask,Flask,Visual Studio Code
21856.0,Bash/Shell/PowerShell,Bash/Shell/PowerShell,MySQL,Elasticsearch,Docker,Docker,ASP.NET,Flask,Notepad++
21860.0,Bash/Shell/PowerShell,C#,MySQL,Other(s):,Windows,Windows,ASP.NET,ASP.NET,Komodo
21861.0,Go,Go,MySQL,MySQL,Google Cloud Platform,Google Cloud Platform,Laravel,Laravel,IntelliJ
21865.0,Assembly,Assembly,Oracle,Elasticsearch,Linux,Docker,Angular/Angular.js,Angular/Angular.js,Eclipse
21867.0,Bash/Shell/PowerShell,Bash/Shell/PowerShell,Firebase,DynamoDB,Docker,Docker,Flask,Spring,IntelliJ
21872.0,Bash/Shell/PowerShell,Bash/Shell/PowerShell,MongoDB,Elasticsearch,Microsoft Azure,Docker,Angular/Angular.js,Angular/Angular.js,Visual Studio
21873.0,C#,C#,Microsoft SQL Server,Firebase,Windows,Google Cloud Platform,Angular/Angular.js,Angular/Angular.js,Android Studio
21874.0,Bash/Shell/PowerShell,Bash/Shell/PowerShell,MariaDB,MariaDB,AWS,AWS,jQuery,Laravel,NetBeans
21875.0,HTML/CSS,HTML/CSS,MongoDB,Couchbase,Linux,AWS,Angular/Angular.js,React.js,Visual Studio Code
21876.0,Bash/Shell/PowerShell,Kotlin,Microsoft SQL Server,Cassandra,Linux,AWS,ASP.NET,ASP.NET,IPython / Jupyter
21877.0,C++,C#,MariaDB,MongoDB,AWS,Docker,Angular/Angular.js,ASP.NET,IntelliJ
21878.0,Bash/Shell/PowerShell,Bash/Shell/PowerShell,Couchbase,Couchbase,Arduino,Android,Django,Angular/Angular.js,PyCharm
21881.0,C#,Elixir,Elasticsearch,Firebase,Docker,AWS,ASP.NET,Express,Atom
21884.0,C#,Swift,Firebase,Elasticsearch,AWS,Android,ASP.NET,ASP.NET,Visual Studio
21887.0,HTML/CSS,Bash/Shell/PowerShell,Oracle,PostgreSQL,Linux,Android,jQuery,ASP.NET,Eclipse
21888.0,C#,C#,MongoDB,Elasticsearch,Windows,Microsoft Azure,ASP.NET,Angular/Angular.js,Notepad++
21889.0,HTML/CSS,HTML/CSS,Oracle,DynamoDB,Heroku,Android,Spring,Spring,Eclipse
21890.0,C#,C#,Microsoft SQL Server,Microsoft SQL Server,Microsoft Azure,Microsoft Azure,ASP.NET,ASP.NET,Notepad++
21893.0,Java,Clojure,MariaDB,Cassandra,Android,AWS,Spring,Spring,IntelliJ
21894.0,Bash/Shell/PowerShell,Bash/Shell/PowerShell,Microsoft SQL Server,Microsoft SQL Server,Arduino,Arduino,Angular/Angular.js,ASP.NET,Vim
21897.0,Bash/Shell/PowerShell,Bash/Shell/PowerShell,MySQL,Elasticsearch,AWS,Android,React.js,React.js,IntelliJ
21898.0,C++,C++,MongoDB,PostgreSQL,AWS,AWS,jQuery,React.js,PHPStorm
21901.0,C,C,MySQL,MySQL,Other(s):,Docker,jQuery,Flask,Atom
21904.0,Bash/Shell/PowerShell,Python,MongoDB,Elasticsearch,AWS,Docker,Flask,Flask,PyCharm
21907.0,C#,C#,Elasticsearch,Elasticsearch,Microsoft Azure,Linux,Angular/Angular.js,Angular/Angular.js,IntelliJ
21911.0,Go,HTML/CSS,MongoDB,MongoDB,Linux,Linux,Angular/Angular.js,React.js,Visual Studio Code
21916.0,Bash/Shell/PowerShell,Bash/Shell/PowerShell,MongoDB,Cassandra,Linux,AWS,Angular/Angular.js,Angular/Angular.js,Notepad++
21923.0,Bash/Shell/PowerShell,Go,Other(s):,MongoDB,Docker,Android,jQuery,React.js,Vim
21924.0,C#,C#,Cassandra,MySQL,AWS,Docker,ASP.NET,ASP.NET,Notepad++
21925.0,Assembly,Assembly,Elasticsearch,Cassandra,Android,Android,Angular/Angular.js,Angular/Angular.js,Android Studio
21928.0,Bash/Shell/PowerShell,Bash/Shell/PowerShell,Elasticsearch,PostgreSQL,Windows,Linux,React.js,ASP.NET,IntelliJ
21929.0,Assembly,Dart,PostgreSQL,PostgreSQL,Android,Android,Angular/Angular.js,React.js,Android Studio
21931.0,Bash/Shell/PowerShell,Bash/Shell/PowerShell,MySQL,DynamoDB,Docker,AWS,Express,Express,IPython / Jupyter
21933.0,Bash/Shell/PowerShell,Bash/Shell/PowerShell,Microsoft SQL Server,Microsoft SQL Server,Android,Android,jQuery,React.js,Eclipse
21934.0,Go,Erlang,Cassandra,Cassandra,AWS,AWS,Spring,Spring,IntelliJ
21935.0,C,C,MariaDB,MariaDB,Windows,Windows,jQuery,React.js,NetBeans
21939.0,Bash/Shell/PowerShell,Java,DynamoDB,DynamoDB,AWS,AWS,Express,Express,IntelliJ
21941.0,HTML/CSS,HTML/CSS,Elasticsearch,PostgreSQL,AWS,AWS,Angular/Angular.js,Django,IntelliJ
21944.0,Bash/Shell/PowerShell,Bash/Shell/PowerShell,Cassandra,Cassandra,Linux,AWS,Express,Express,IPython / Jupyter
21945.0,Assembly,Assembly,PostgreSQL,Redis,AWS,Linux,jQuery,React.js,Vim
21948.0,HTML/CSS,HTML/CSS,Microsoft SQL Server,MongoDB,Android,Docker,Angular/Angular.js,Laravel,Android Studio
21953.0,Assembly,C,DynamoDB,Microsoft SQL Server,Android,Android,Angular/Angular.js,Django,Android Studio
21954.0,C#,Go,Microsoft SQL Server,PostgreSQL,Docker,AWS,Angular/Angular.js,Django,Notepad++
21956.0,C,C,Elasticsearch,Elasticsearch,Linux,Linux,Other(s):,Other(s):,PHPStorm
21958.0,JavaScript,C#,Microsoft SQL Server,Microsoft SQL Server,Windows,Windows,jQuery,ASP.NET,Visual Studio
21959.0,HTML/CSS,HTML/CSS,MariaDB,MariaDB,AWS,Android,ASP.NET,Angular/Angular.js,Android Studio
21962.0,HTML/CSS,JavaScript,MongoDB,MongoDB,Android,Windows,Express,Express,Sublime Text
21964.0,Go,Go,Elasticsearch,Elasticsearch,AWS,AWS,Django,Django,Atom
21965.0,HTML/CSS,HTML/CSS,Couchbase,PostgreSQL,Docker,Docker,Angular/Angular.js,Express,PyCharm
21966.0,Bash/Shell/PowerShell,Go,MariaDB,MariaDB,Arduino,Android,Angular/Angular.js,Angular/Angular.js,Atom
21975.0,C#,C#,Microsoft SQL Server,Firebase,Android,Docker,ASP.NET,Angular/Angular.js,Notepad++
21976.0,C#,C,Microsoft SQL Server,Microsoft SQL Server,Windows,Android,ASP.NET,Laravel,Visual Studio
21977.0,C#,C#,Microsoft SQL Server,SQLite,Android,Docker,ASP.NET,jQuery,Android Studio
21979.0,HTML/CSS,JavaScript,Elasticsearch,MongoDB,Android,Android,Django,Django,Android Studio
21981.0,C#,C#,Microsoft SQL Server,Microsoft SQL Server,Android,Android,jQuery,Angular/Angular.js,Android Studio
21982.0,HTML/CSS,HTML/CSS,MySQL,MySQL,AWS,AWS,jQuery,jQuery,Atom
21984.0,C#,C#,Microsoft SQL Server,Microsoft SQL Server,Microsoft Azure,Android,ASP.NET,ASP.NET,Notepad++
21986.0,Go,Go,Couchbase,Couchbase,AWS,AWS,Angular/Angular.js,Angular/Angular.js,Atom
21992.0,HTML/CSS,Go,PostgreSQL,PostgreSQL,AWS,Android,Ruby on Rails,Ruby on Rails,Atom
21993.0,C#,C#,Microsoft SQL Server,Microsoft SQL Server,Windows,Windows,ASP.NET,ASP.NET,Visual Studio
21998.0,C#,C#,Microsoft SQL Server,Microsoft SQL Server,AWS,Android,Angular/Angular.js,ASP.NET,Visual Studio
22002.0,Bash/Shell/PowerShell,Bash/Shell/PowerShell,PostgreSQL,PostgreSQL,AWS,AWS,Spring,Spring,IntelliJ
22003.0,HTML/CSS,HTML/CSS,MariaDB,MariaDB,Linux,Linux,Express,Express,Atom
22004.0,Bash/Shell/PowerShell,Go,Elasticsearch,Cassandra,Docker,Android,Angular/Angular.js,Angular/Angular.js,Atom
22005.0,HTML/CSS,Go,Elasticsearch,Elasticsearch,AWS,Arduino,Django,Django,IntelliJ
22008.0,Assembly,Bash/Shell/PowerShell,MySQL,PostgreSQL,Linux,Linux,Express,React.js,Vim
22010.0,JavaScript,C,DynamoDB,DynamoDB,AWS,Arduino,Express,Express,Visual Studio Code
22014.0,Bash/Shell/PowerShell,Go,PostgreSQL,PostgreSQL,iOS,iOS,Django,Django,IPython / Jupyter
22015.0,Java,Java,MySQL,MySQL,AWS,AWS,Spring,Spring,IntelliJ
22017.0,Bash/Shell/PowerShell,Bash/Shell/PowerShell,Microsoft SQL Server,Microsoft SQL Server,Android,Android,Angular/Angular.js,Angular/Angular.js,Android Studio
22020.0,C++,C#,MongoDB,Microsoft SQL Server,Windows,Arduino,jQuery,React.js,Visual Studio
22021.0,Bash/Shell/PowerShell,C#,MongoDB,Microsoft SQL Server,Docker,Docker,ASP.NET,ASP.NET,Notepad++
22023.0,HTML/CSS,HTML/CSS,Elasticsearch,MySQL,AWS,AWS,React.js,React.js,IntelliJ
22024.0,Bash/Shell/PowerShell,Elixir,MongoDB,DynamoDB,AWS,AWS,Express,Angular/Angular.js,Visual Studio Code
22027.0,Java,Java,MySQL,MongoDB,Windows,AWS,Angular/Angular.js,Angular/Angular.js,Eclipse
22029.0,C,Go,Microsoft SQL Server,MariaDB,Linux,Android,ASP.NET,Angular/Angular.js,Android Studio
22030.0,Bash/Shell/PowerShell,Bash/Shell/PowerShell,Microsoft SQL Server,DynamoDB,Windows,Android,ASP.NET,Angular/Angular.js,Notepad++
22031.0,Bash/Shell/PowerShell,Bash/Shell/PowerShell,Microsoft SQL Server,Microsoft SQL Server,Windows,Windows,ASP.NET,React.js,Visual Studio
22032.0,Assembly,Assembly,Elasticsearch,Elasticsearch,AWS,Android,Drupal,Drupal,IntelliJ
22033.0,C++,Java,Microsoft SQL Server,DynamoDB,Google Cloud Platform,AWS,Angular/Angular.js,Angular/Angular.js,Eclipse
22034.0,Bash/Shell/PowerShell,Assembly,MySQL,PostgreSQL,Docker,Arduino,jQuery,React.js,Notepad++
22038.0,Dart,Kotlin,MySQL,Elasticsearch,Android,Docker,Laravel,Laravel,Android Studio
22040.0,C#,Bash/Shell/PowerShell,MongoDB,Elasticsearch,AWS,AWS,ASP.NET,ASP.NET,Emacs
22054.0,Bash/Shell/PowerShell,Bash/Shell/PowerShell,MongoDB,Cassandra,Docker,Docker,Express,Express,Visual Studio Code
22059.0,HTML/CSS,Elixir,MongoDB,MongoDB,Android,iOS,Angular/Angular.js,Express,IntelliJ
22060.0,Bash/Shell/PowerShell,Bash/Shell/PowerShell,MariaDB,Elasticsearch,Android,Android,Angular/Angular.js,Angular/Angular.js,Emacs
22063.0,HTML/CSS,HTML/CSS,MongoDB,MongoDB,Android,Android,jQuery,jQuery,Android Studio
